code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CO016022,CO,184.7606473,PINUS PINEA,502.81,365,704,verlow,7011.69,38.18208,-4.3563,0,0,3,0,2,1,0,0,0,0,2,1,0,1,3,2,0,0,0,0,0,1,2,4,0,0,2
CO016023,CO,169.31635889999998,PINUS PINASTER,447.64,309,633,verlow,5674.56,38.17753,-4.39726,3,1,5,2,3,1,1,1,1,4,0,0,2,0,3,0,0,0,2,1,2,3,4,4,3,1,3
CO016024,CO,183.2777257,PINUS PINASTER,462.27,348,651,verlow,6676.02,38.16972,-4.36671,0,3,0,0,2,0,1,0,0,2,5,3,0,2,3,0,0,0,1,1,2,3,3,4,2,1,1
CO016025,CO,192.8475689,PINUS PINASTER,415.5,287,603,verlow,6521.87,38.16748,-4.40486,2,1,3,3,3,1,0,1,0,4,0,0,2,1,3,0,0,0,2,2,2,3,3,4,3,0,3
CO016026,CO,48.5815292,PINUS PINASTER,507.6,399,610,verlow,3110.36,38.1702,-4.37415,0,3,0,0,2,0,2,0,0,1,5,2,0,2,3,0,0,0,1,1,2,3,3,4,3,0,1
CO021002,CO,215.6717659,PINUS CANARIENSIS,471.11,307,602,verlow,8210.32,37.97584,-4.78709,NA,1,0,0,0,1,1,0,0,1,NA,1,1,0,1,1,1,0,0,1,1,1,1,2,2,2,1
CO021005,CO,255.6573647,PINUS PINASTER,477.37,329,653,verlow,8357.36,37.98012,-4.83046,NA,1,0,1,2,4,0,1,1,3,2,1,2,1,2,3,0,0,1,1,0,3,1,5,3,2,2
CO021006,CO,123.0957783,PINUS PINASTER,442.39,329,534,verlow,4446.94,37.97985,-4.84637,NA,1,1,2,1,3,0,1,1,2,1,1,2,2,1,3,0,0,2,1,1,1,2,3,2,1,1
CO021008,CO,120.72040020000001,PINUS PINEA,363.82,261,459,verlow,5730.22,37.96029,-4.78732,NA,4,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,2,2,3,2,4
CO021009,CO,159.2596124,PINUS PINEA,475.28,300,619,verlow,8328.54,37.95946,-4.80047,5,2,0,1,1,2,0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,1,3,2,3,2,4
CO021012,CO,239.1186912,PINUS PINASTER,375.35,187,567,verlow,6544.03,37.95556,-4.92995,NA,0,0,1,0,2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,2,2,2,0,1
CO021014,CO,18.795247500000002,PINUS PINASTER,302.67,212,469,verlow,4020.46,37.91229,-4.82751,NA,4,0,1,0,0,0,4,3,NA,3,4,3,3,3,3,3,0,1,1,0,2,1,3,3,2,1
CO021015,CO,178.6773963,PINUS PINASTER,564.5,479,631,verlow,9856.17,37.96457,-4.82086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,2,2,3,2,2
CO021016,CO,319.3270678,PINUS HALEPENSIS,520.57,398,646,verlow,12098.03,37.98547,-4.81206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,1,2,2,3,2,1
CO026001,CO,214.74248889999998,PINUS PINASTER,819.58,734,899,low,11629.53,38.27634,-5.04575,NA,1,1,1,2,4,1,0,0,NA,1,1,0,0,3,0,3,0,0,1,1,2,4,5,2,0,0
CO026002,CO,134.1991579,PINUS PINASTER,789.55,709,869,low,7530.65,38.2708,-5.02716,NA,1,1,1,1,2,1,0,0,NA,0,3,0,0,3,2,2,0,0,1,1,2,4,5,1,0,0
CO026003,CO,251.5142275,PINUS PINEA,819.08,721,930,low,7817.91,38.26328,-5.00222,NA,1,1,1,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO026004,CO,111.95039410000001,PINUS PINASTER,748.13,682,826,low,6862.72,38.2592,-5.01909,NA,1,1,1,1,1,1,0,0,NA,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CO026006,CO,74.5734571,PINUS PINEA,695.97,651,739,low,3743.18,38.24418,-4.99158,NA,1,1,0,0,1,0,NA,0,NA,NA,0,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0
CO026007,CO,159.5975415,PINUS PINASTER,694.31,525,776,low,6322.6,38.23114,-5.07139,NA,1,0,0,0,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
CO026008,CO,210.72917809999998,PINUS PINEA,598.07,476,755,verlow,7309.47,38.21969,-5.0585,NA,1,3,0,0,0,NA,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO026009,CO,300.8750721,PINUS PINEA,457.26,439,513,verlow,41879.31,38.17977,-5.05055,NA,0,0,0,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CO026010,CO,323.0831077,PINUS PINASTER,497.29,429,662,verlow,14784.82,38.13864,-5.01629,NA,2,0,1,1,2,2,1,0,1,1,1,2,0,0,0,0,1,1,0,0,0,1,2,3,0,0
CO026011,CO,62.0751576,PINUS PINEA,452.91,440,464,verlow,6389.52,38.14966,-5.00514,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CO026012,CO,91.0834525,PINUS PINEA,449.97,438,463,verlow,14870.21,38.13886,-4.98462,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
CO026013,CO,41.9617371,PINUS PINEA,450.48,437,469,verlow,14695.28,38.13599,-4.96092,NA,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO026014,CO,230.11409369999998,PINUS PINASTER,476.59,438,600,verlow,13033.33,38.12483,-4.955,NA,0,2,3,1,2,3,3,0,3,3,0,1,1,2,3,2,1,0,2,2,2,2,4,4,0,0
CO026015,CO,234.9031568,PINUS PINASTER,522.87,438,659,verlow,8156.59,38.12234,-4.99902,NA,3,1,1,1,2,3,1,0,1,2,2,3,0,0,0,0,1,NA,0,0,2,2,2,2,2,0
CO026016,CO,186.2058727,PINUS PINASTER,552.37,465,683,verlow,7191.81,38.11652,-4.92563,NA,0,1,3,1,2,NA,1,0,2,3,0,0,0,1,3,1,0,0,0,1,1,2,3,4,0,0
CO026017,CO,253.5183222,PINUS PINASTER,523.97,439,678,verlow,10428.2,38.10476,-4.96392,NA,2,0,1,1,2,2,0,0,1,1,3,2,1,1,1,1,1,NA,1,0,0,1,3,3,3,0
CO026018,CO,303.358682,PINUS PINASTER,427.83,329,632,verlow,15512.78,38.09743,-5.27089,NA,0,0,1,1,2,2,0,0,1,1,0,0,1,0,2,2,1,0,0,0,0,2,0,NA,0,0
CO026019,CO,466.4499445,PINUS PINASTER,553.96,336,731,verlow,12567.47,38.08923,-5.27451,NA,0,0,1,0,1,1,0,0,1,3,0,0,0,0,2,3,1,0,0,0,0,3,4,NA,0,0
CO026020,CO,298.9347031,PINUS RADIATA,571.85,447,732,verlow,10799.8,38.079,-5.29159,NA,0,0,1,0,2,3,0,0,1,3,0,0,0,1,0,3,1,1,0,0,0,2,5,NA,0,0
CO026021,CO,265.144735,PINUS PINEA,622.44,462,786,low,8507.83,38.07603,-5.14397,NA,1,1,1,1,2,1,1,1,2,1,2,2,1,3,3,4,2,3,2,1,3,4,2,0,0,0
CO026022,CO,289.26982960000004,PINUS PINASTER,547,295,718,verlow,10778.81,38.06937,-5.27044,NA,0,0,1,1,1,1,1,0,1,2,0,0,0,0,2,0,1,1,0,0,0,2,3,NA,0,0
CO026023,CO,236.80797310000003,PINUS PINEA,607.63,450,784,low,8386.9,38.07474,-5.1335,NA,1,1,2,1,1,1,1,1,1,1,1,1,2,3,3,4,2,4,2,0,0,4,2,4,0,0
CO026024,CO,290.1048774,PINUS PINEA,423.42,311,693,verlow,8387.82,38.07473,-5.25743,NA,0,0,1,1,0,1,1,0,1,3,0,0,0,0,3,0,1,0,0,0,0,2,3,NA,0,0
CO026025,CO,132.0353868,PINUS PINASTER,549.99,433,687,verlow,6056.86,38.06763,-5.28916,NA,0,0,1,0,2,1,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,1,5,NA,0,0
CO026026,CO,258.9232128,PINUS PINEA,430.59,279,623,verlow,8707.24,38.05439,-5.25752,NA,0,0,1,0,1,1,1,1,3,2,0,0,0,1,0,0,0,1,1,1,0,2,5,5,0,0
CO026027,CO,387.49485189999996,PINUS PINEA,497.14,374,607,verlow,9226.48,38.05189,-5.2937,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,0,0
CO026028,CO,180.6569522,PINUS PINASTER,585.89,447,692,verlow,6290.01,38.0562,-5.2775,NA,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,3,0,0,1,0,0,1,1,2,0,0
CO026029,CO,445.04722350000003,PINUS PINASTER,427.19,275,621,verlow,20034.73,38.0474,-5.17708,NA,1,1,1,1,3,1,1,1,2,3,3,3,3,3,3,4,3,4,2,1,4,4,5,5,1,2
CO026030,CO,289.6346622,PINUS PINASTER,497.43,366,625,verlow,8325.25,38.04999,-5.14727,NA,1,1,2,2,1,3,1,1,1,3,3,3,3,3,3,4,2,3,2,0,3,4,4,5,2,2
CO026031,CO,297.3398812,PINUS PINEA,449.92,328,623,verlow,9664.06,38.04277,-5.16329,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,0,2,2,0,0,0
CO026032,CO,494.1763731,PINUS PINASTER,421.99,226,596,verlow,14589.87,38.0388,-5.23111,NA,0,0,2,0,1,1,1,0,2,3,0,0,1,2,0,1,1,1,0,1,0,3,5,NA,0,0
GR140011,GR,95.5941138,PINUS HALEPENSIS,547.52,356,731,verlow,7312.8,36.73697,-3.42828,NA,1,0,0,1,1,1,1,1,1,0,0,0,0,NA,0,1,1,1,0,0,0,1,0,0,0,0
GR140013,GR,77.78323569999999,PINUS HALEPENSIS,441.06,316,545,verlow,6578.83,36.72997,-3.4309,NA,1,0,0,1,1,1,1,1,1,0,2,1,1,NA,1,1,1,1,0,0,0,1,0,0,0,2
GR907003,GR,303.1328824,PINUS NIGRA SSP SALZM.,1684.85,1462,1865,medium,8099.16,37.3013,-2.89606,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,1,1,1,0,0,0,0,0,1,2,2,2
GR907004,GR,182.0525284,PINUS NIGRA SSP SALZM.,1660.12,1529,1815,medium,6766.6,37.30026,-2.91721,0,0,0,0,1,2,1,1,1,1,1,1,1,0,1,2,1,1,0,0,0,0,0,1,2,1,2
GR907005,GR,81.93006650000001,PINUS NIGRA SSP SALZM.,1815.61,1721,1914,high,4319.98,37.30137,-2.87471,0,1,0,0,1,2,2,2,2,2,2,3,2,0,0,1,1,1,0,0,0,0,0,1,2,2,2
GR907006,GR,224.0658968,PINUS NIGRA SSP SALZM.,1746.33,1640,1825,high,6346.82,37.29395,-2.88272,0,0,0,0,2,2,2,2,2,2,2,3,2,0,0,1,1,1,0,0,0,0,0,1,2,2,3
GR907007,GR,164.4691623,PINUS HALEPENSIS,1535.13,1414,1679,medium,5963.23,37.29147,-2.91173,NA,NA,NA,0,0,2,3,2,2,1,1,4,2,0,2,1,1,1,0,0,0,0,0,1,1,1,2
GR907008,GR,363.03527280000003,PINUS NIGRA SSP SALZM.,1494.9,1326,1783,medium,10301.21,37.2798,-2.90088,2,1,1,1,1,2,2,2,2,2,2,3,3,0,1,1,1,1,0,0,0,0,1,2,2,1,2
GR908001,GR,13.4876726,PINUS HALEPENSIS,764.59,717,797,low,2622.55,36.98196,-3.59449,NA,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU000027,H,14.9688598,PINUS PINEA,3.57,1,5,verlow,2262.73,37.20104,-7.30067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,NA,3,1,1,2,2,2,2,0,1
HU000028,H,8.2828482,NA,385.28,360,397,verlow,1762.02,37.68893,-6.54641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,1,0,1,NA,NA,2,NA,NA
HU000029,H,20.9053761,PINUS PINEA,284.73,264,310,verlow,2177.49,37.80363,-7.19745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,2,0,1,2,2,2,0,2
HU000030,H,3.2293555,PINUS PINEA,150.39,135,160,verlow,690.6,37.52321,-7.4133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,2,0,1,2,2,2,0,2
HU000031,H,9.622461900000001,PINUS PINEA,7.84,2,16,verlow,2273.61,37.2366,-7.13919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,2,NA,NA,0,NA,NA,NA,NA
HU000032,H,3.3147798,PINUS PINEA,12.63,4,17,verlow,743.02,37.24453,-7.14822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,2,NA,NA,0,NA,NA,NA,NA
HU000033,H,7.128298399999999,PINUS PINEA,77.42,76,80,verlow,1185.89,37.21201,-6.62523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,0,0,1,0,1,2,0,1
HU000034,H,13.1562467,PINUS PINEA,141.04,132,151,verlow,2178.5,37.4356,-7.09824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,0,2,2,3,2,2,2,3
HU000035,H,2.0262141,PINUS PINEA,36.67,36,39,verlow,598.21,37.04564,-6.56693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,0,0,0,0,0,2,0,1
HU000036,H,12.763181699999999,NA,9.07,3,16,verlow,1424.62,37.20717,-7.02473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0,2,1,2,2,1,0,1
HU000037,H,2.4544837,NA,57.21,52,60,verlow,629.6,37.26351,-7.11386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,3,3,3,3
HU000038,H,9.5258193,NA,8.27,3,14,verlow,2391.79,37.21562,-7.04809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,2,2,2,2
HU002001,H,296.1874014,PINUS PINEA,48.87,24,67,verlow,10270.17,37.27857,-7.06429,NA,1,0,1,2,3,1,0,0,2,2,1,1,1,1,1,1,NA,0,0,0,0,3,3,3,3,2
HU002002,H,198.24165589999998,PINUS PINEA,37.09,19,66,verlow,10748.26,37.29164,-7.0551,NA,1,0,1,2,3,2,0,0,3,3,3,3,1,2,0,1,3,0,0,0,0,2,3,3,3,1
HU002003,H,87.7041684,PINUS PINEA,34.61,14,45,verlow,9820.72,37.28833,-7.02367,NA,1,2,3,2,1,2,3,0,4,3,3,3,1,1,1,3,NA,1,1,3,1,3,4,3,2,2
HU004001,H,54.2200151,PINUS PINEA,524.01,407,637,verlow,8603.5,37.86977,-6.85198,NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,0,0,1,1,1,2,2,3,1
HU004002,H,16.505322,PINUS PINASTER,669.46,607,723,low,3211.65,37.8729,-6.79875,NA,NA,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,NA,0,0,1,0,1,3,3,3,1
HU004003,H,118.10186259999999,PINUS PINEA,561.96,442,686,verlow,11744.6,37.86714,-6.79816,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,1,1
HU004004,H,86.7146479,PINUS PINEA,526.86,421,678,verlow,8626.06,37.86835,-6.81001,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,0
HU004005,H,337.8365612,PINUS PINEA,593.26,428,697,verlow,22424.97,37.87173,-6.86204,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,0
HU004006,H,18.2974294,PINUS PINASTER,567.43,517,626,verlow,3224.61,37.86641,-6.77942,NA,NA,1,0,0,0,0,2,0,0,3,0,1,0,1,1,2,NA,1,1,1,1,1,3,3,3,2
HU004007,H,36.4331297,PINUS PINASTER,540.39,437,598,verlow,4724.3,37.86064,-6.7906,NA,NA,0,1,0,1,1,0,0,1,2,0,0,0,1,0,0,NA,0,0,0,0,1,4,4,3,2
HU004008,H,30.303506900000002,PINUS PINASTER,468.05,380,564,verlow,4446.49,37.85091,-6.77468,NA,NA,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,NA,0,0,0,0,1,3,3,3,2
HU004009,H,34.5450259,PINUS PINASTER,558.4,506,592,verlow,3996.38,37.85682,-6.78746,NA,NA,0,1,1,0,0,0,1,1,3,0,0,0,0,0,0,NA,0,0,0,0,1,2,1,1,0
HU004010,H,31.085154100000004,PINUS PINEA,402.13,347,491,verlow,4509.31,37.84264,-6.76818,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,1,0
HU004011,H,6.5576894,PINUS PINASTER,341.7,275,390,verlow,1756.06,37.8346,-6.83104,NA,NA,2,2,2,1,2,4,0,1,2,1,2,1,1,0,0,NA,1,1,1,1,1,NA,1,1,0
HU004013,H,226.909604,PINUS PINEA,490.69,387,602,verlow,7107.84,37.84033,-6.88422,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,3,1,0
HU004014,H,244.5211483,PINUS PINASTER,384.92,293,504,verlow,9796.52,37.83584,-6.85127,NA,NA,2,2,2,1,2,4,0,1,3,2,1,1,1,1,1,NA,0,0,1,1,2,4,4,3,2
HU004015,H,88.1345176,PINUS PINASTER,355.47,272,494,verlow,6521.91,37.83695,-6.83821,NA,NA,1,1,1,0,2,3,0,1,2,2,2,2,0,0,2,NA,1,0,1,1,2,4,3,3,2
HU004016,H,26.550149400000002,PINUS PINEA,423.95,312,537,verlow,2500.53,37.83358,-6.82279,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,NA,1,0,0,0,0,NA,1,1,0
HU004017,H,86.31192659999999,PINUS PINASTER,366.5,267,572,verlow,7141.21,37.83222,-6.8281,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,NA,1,1,1,1,1,3,1,1,0
HU004018,H,15.7988913,PINUS PINASTER,396.99,311,484,verlow,1844.14,37.8298,-6.8212,NA,NA,0,0,0,0,0,0,0,NA,2,1,2,1,1,0,1,NA,1,0,0,0,NA,4,5,4,2
HU004019,H,154.13408570000001,PINUS PINEA,440.79,332,574,verlow,15743.7,37.82752,-6.79111,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,1,1,0
HU004021,H,61.0797598,PINUS PINASTER,448.57,359,544,verlow,6202.2,37.83086,-6.88105,NA,NA,1,0,0,0,1,1,0,0,3,1,1,1,2,0,2,NA,1,1,1,1,2,3,4,3,2
HU004022,H,85.13309,PINUS PINEA,351.01,283,480,verlow,7154.58,37.83118,-6.86149,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0
HU004023,H,57.1557995,PINUS PINASTER,353.43,282,444,verlow,3940.14,37.82767,-6.86285,NA,NA,1,1,1,0,2,3,0,1,2,1,1,1,1,0,1,NA,0,1,0,1,1,3,4,4,2
HU004026,H,60.7428949,PINUS PINASTER,347.8,263,454,verlow,4573.17,37.81664,-6.85313,NA,NA,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0
HU004027,H,167.02579839999999,PINUS PINASTER,367.43,265,467,verlow,7450.51,37.81125,-6.85471,NA,NA,1,0,0,0,1,1,0,0,3,0,1,1,2,0,1,NA,1,1,1,1,1,5,5,4,2
HU004028,H,4.9042181,PINUS PINEA,345.97,318,381,verlow,1000.82,37.81912,-6.86431,NA,NA,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,NA,1,0,0,0,0,NA,0,0,0
HU004029,H,97.64154669999999,PINUS PINASTER,403.47,300,527,verlow,6916.26,37.82561,-6.76089,NA,NA,0,0,0,0,0,1,0,NA,2,3,0,0,1,0,1,NA,1,1,1,1,1,1,1,1,0
HU004030,H,27.732760600000002,PINUS PINEA,437.91,356,537,verlow,2681.43,37.82338,-6.76973,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0
HU004033,H,95.18009980000001,PINUS PINEA,256.33,200,321,verlow,4588.65,37.78049,-6.82888,NA,2,1,2,0,1,1,1,0,0,1,1,1,1,0,1,0,NA,1,1,1,0,1,2,2,0,0
HU005002,H,409.9552009,PINUS PINEA,91.81,73,107,verlow,10236.23,37.27954,-6.43851,NA,0,0,0,1,2,2,0,0,3,3,3,3,4,3,4,3,NA,3,1,2,1,3,3,2,3,2
HU005007,H,370.7054482,PINUS PINEA,58.69,46,72,verlow,15102.77,37.21421,-6.53603,NA,0,3,0,NA,2,1,1,0,1,2,3,3,2,3,1,2,NA,2,1,1,1,2,3,2,1,1
HU005008,H,707.3447088,PINUS PINEA,51.98,30,83,verlow,15429.8,37.20589,-6.55579,1,0,0,0,0,0,0,0,0,0,2,3,3,2,3,2,3,NA,2,1,1,1,1,3,2,1,1
HU005009,H,746.3421974,PINUS PINEA,69.38,45,94,verlow,16191.06,37.21344,-6.60597,NA,1,3,0,NA,1,3,1,0,0,3,3,3,2,3,2,3,NA,3,1,1,1,1,2,2,1,2
HU005010,H,688.5816957999999,PINUS PINEA,52.06,38,63,verlow,11575.04,37.20042,-6.579,NA,0,2,0,NA,1,2,1,0,0,2,3,3,2,3,1,3,NA,3,1,1,2,2,3,2,2,2
HU005011,H,166.5522996,PINUS PINEA,79.49,66,98,verlow,10245.01,37.21334,-6.63446,NA,2,3,0,NA,0,2,1,0,0,3,3,3,0,2,2,2,NA,2,1,1,1,1,1,2,1,1
HU005012,H,51.8317686,PINUS PINEA,75.58,69,84,verlow,5486.65,37.21075,-6.61824,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,2,3,2,3,NA,2,1,1,1,1,2,2,1,2
HU005020,H,369.9696002,PINUS PINEA,66.79,63,70,verlow,9794.77,37.13557,-6.72664,1,1,0,1,0,1,1,1,1,0,0,2,1,1,1,3,2,NA,1,1,1,1,1,2,3,0,2
HU005023,H,162.1981313,PINUS PINEA,63.27,56,69,verlow,5881.22,37.14325,-6.70295,NA,NA,0,0,0,0,2,3,1,0,0,NA,2,0,1,3,2,NA,1,1,1,2,3,3,2,2,4
HU005026,H,170.9177858,PINUS PINEA,52.17,42,64,verlow,16648.38,37.12548,-6.63663,NA,NA,0,0,0,1,1,2,1,1,0,NA,0,3,1,3,3,NA,1,1,1,1,NA,3,2,1,2
HU005027,H,709.4834721,PINUS PINEA,64.51,45,70,verlow,10973.19,37.11634,-6.71232,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,NA,1,1,1,1,2,1,1,0,1
HU005028,H,257.276933,PINUS PINEA,66.39,62,68,verlow,10160.25,37.12662,-6.68446,1,1,1,1,1,1,2,3,0,0,0,3,1,1,1,1,2,NA,1,1,1,1,2,3,1,2,1
HU005031,H,443.87404879999997,PINUS PINEA,58.6,50,64,verlow,9488.8,37.11345,-6.64424,3,1,1,1,0,1,1,2,2,1,0,3,0,0,1,1,3,NA,1,1,1,1,2,3,1,1,1
HU005032,H,257.9761619,PINUS PINEA,48.28,42,53,verlow,9036.43,37.08846,-6.60891,2,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,NA,1,2,1,1,1,3,1,2,1
HU005050,H,513.5098713000001,PINUS PINEA,82.68,55,99,verlow,23209.73,37.23719,-6.58738,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,3,3,NA,2,1,1,2,2,3,2,1,2
HU005051,H,415.5858179,NA,41.56,37,47,verlow,15384.89,37.12607,-6.61504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,1,3,NA,3,0,0,0,3,3,1,1,1
HU005052,H,291.6836832,PINUS PINEA,27.48,20,35,verlow,7849.03,37.14588,-6.59607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,3,NA,1,2,1,1,1,2,2,1,3
HU005053,H,133.83748640000002,PINUS PINEA,36.03,33,39,verlow,4906.88,37.12747,-6.59911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,3,NA,1,2,1,1,1,3,0,1,4
HU005055,H,74.1240052,PINUS PINEA,37.68,36,42,verlow,6505.45,37.1098,-6.59352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,2,NA,1,1,1,1,3,3,2,1,3
HU005056,H,182.3870908,PINUS PINEA,47.7,42,56,verlow,5985.17,37.13652,-6.64503,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,3,2,2,4,3,NA,1,3,0,2,3,3,1,1,1
HU005057,H,251.74691639999998,PINUS PINEA,54.83,49,61,verlow,6632.12,37.08582,-6.64282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,0,0,1,NA,0,0,0,0,0,1,0,0,2
HU005062,H,271.3985759,PINUS PINEA,34.8,28,41,verlow,7086.56,37.16002,-6.65541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,2,1,2,3,NA,3,2,1,1
HU005063,H,256.7722497,PINUS PINEA,29.03,21,35,verlow,8153.89,37.16536,-6.64081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,1,1,2,3,2,3,2,2,1
HU005064,H,697.589039,PINUS PINEA,48.03,35,62,verlow,11744.17,37.1617,-6.71367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,1,1,1,1,2,3,3,4,4
HU005065,H,471.26273430000003,PINUS PINEA,55.69,42,75,verlow,12318.01,37.20313,-6.70079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,2,1,1,1,3,4,4,4,4
HU005066,H,165.46615649999998,PINUS PINEA,45.12,42,50,verlow,5280.2,37.19152,-6.71806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,1,1,1,1,2,3,3,4,4
HU005067,H,311.8509356,PINUS PINEA,39.94,33,49,verlow,8373.32,37.18098,-6.69587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,1,1,1,1,2,3,3,4,4
HU005068,H,329.23321400000003,PINUS PINEA,41,35,52,verlow,9493.79,37.17559,-6.71044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,1,1,1,1,2,3,3,3,5
HU005069,H,300.6210859,PINUS PINEA,56.54,40,77,verlow,9757.65,37.19607,-6.61571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,1,1,2,1,1,2,1,1,3
